,E1,E2,E3,v23,v13,v12,G23,G13,G12,alpha1,alpha2,alpha3,beta1,beta2,beta3,sigmaC1,sigmaT1,sigmaC2,sigmaT2,tauF12,tauF23
Graphite-Epoxy_lamina,1.55E+11,1.21E+10,1.21E+10,4.58E-01,2.48E-01,2.48E-01,3.20E+09,4.40E+09,4.40E+09,-1.80E-08,2.43E-05,2.43E-05,1.46E-04,4.77E-03,4.77E-03,-1.25E+09,1.50E+09,-2.00E+08,5.00E+07,1.00E+08,5.00E+07
